"voting_id","voting_body_key","voting_external_id","voting_date","voting_external_alternative_id","voting_affair_external_id","voting_affair_number","voting_title_de","voting_title_fr","voting_title_it","voting_url_de","voting_url_fr","voting_url_it","voting_type_de","voting_type_fr","voting_type_it","voting_meaning_of_yes_de","voting_meaning_of_yes_fr","voting_meaning_of_yes_it","voting_meaning_of_no_de","voting_meaning_of_no_fr","voting_meaning_of_no_it","voting_results_yes","voting_results_no","voting_results_abstention","voting_results_absent","voting_results_string","voting_affair_title_de","voting_affair_title_fr","voting_affair_title_it","voting_decision","voting_meeting_parent_type","voting_meeting_parent_external_id","voting_council_external_id","voting_updated_local","voting_updated_external","voting_created_local"
142617,"GE","030204_AN-PL13216A","2024-08-30 19:04:00",NULL,"PL 13216","PL 13216",NULL,"PL 13216-A, vote nominal : 3e débat",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030204/AN-PL13216A.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54,39,0,NULL,NULL,NULL,"Modifiant la loi sur les constructions et les installations diverses (LCI) (L 5 05) (Réversibilité des bureaux dans les nouvelles constructions)",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:52.393472"
142567,"GE","030204_AN-PL13101A","2024-08-30 17:52:00",NULL,"PL 13101","PL 13101",NULL,"PL 13101-A, vote nominal : 3e débat",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030204/AN-PL13101A.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,57,36,1,NULL,NULL,NULL,"Modifiant la loi sur les eaux (LEaux-GE) (L 2 05)",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:52.050752"
142550,"GE","030204_AN-PL13036A","2024-08-30 17:20:00",NULL,"PL 13036","PL 13036",NULL,"PL 13036-A, vote nominal : 3e débat",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030204/AN-PL13036A.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,64,31,0,NULL,NULL,NULL,"Modifiant la loi générale sur les zones de développement (LGZD) (L 1 35) (Aidons notre classe moyenne à accéder à la propriété)",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:52.050752"
142548,"GE","030204_AN-PL13028A","2024-08-30 16:53:00",NULL,"PL 13028","PL 13028",NULL,"PL 13028-A, vote nominal : 3e débat",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030204/AN-PL13028A.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,49,45,1,NULL,NULL,NULL,"Modifiant la loi sur l'aide à la propriété individuelle (LAPI) (I 4 53) (L'Etat doit favoriser l'accès à la propriété de son logement)",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:52.050752"
142766,"GE","030204_AN-R01042","2024-08-29 22:25:00",NULL,"R 1042","R 1042",NULL,"R 1042, vote nominal : prise en considération",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030204/AN-R01042.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45,20,4,NULL,NULL,NULL,"Proposition de résolution de Cédric Jeanneret, Céline Bartolomucci, Uzma Khamis Vannini, Dilara Bayrak, Léo Peterschmitt, Sophie Bobillier, Pierre Eckert, Lara Atassi, Julien Nicolet-dit-Félix, Philippe de Rougemont, Marjorie de Chastonay, Emilie Fernandez, Thomas Wenger, Christina Meissner, Masha Alimi : La défense des espèces menacées n'est pas un délit, il faut libérer Paul Watson (Résolution du Grand Conseil genevois à l'Assemblée fédérale exerçant le droit d'initiative cantonale)",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:52.718565"
142765,"GE","030204_AN-R01041-3","2024-08-29 22:10:00",NULL,"R 1041","R 1041",NULL,"R 1041, vote nominal : prise en considération",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030204/AN-R01041-3.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60,22,7,NULL,NULL,NULL,"Proposition de résolution de Caroline Marti, Julien Nicolet-dit-Félix, Matthieu Jotterand, Christina Meissner, Dilara Bayrak, Céline Bartolomucci, Philippe de Rougemont, Louise Trottet, Léna Strasser, Léo Peterschmitt, Pierre Eckert, Angèle-Marie Habiyakare, Lara Atassi, Sophie Bobillier, Uzma Khamis Vannini, David Martin, Marjorie de Chastonay, Laura Mach, Diego Esteban, Djawed Sangdel, Jean-Pierre Tombola, Jean-Charles Rielle, Jacklean Kalibala, Romain de Sainte Marie, Leonard Ferati, Emilie Fernandez, Nicole Valiquer Grecuccio, Oriana Brücker, Cyril Mizrahi, Caroline Renold, Thomas Wenger, Grégoire Carasso, Sylvain Thévoz, Jean-Louis Fazio, Marc Saudan, Sophie Demaurex, Francisco Taboada, Masha Alimi, Laurent                                        ...",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:52.718565"
142764,"GE","030204_AN-R01041-2","2024-08-29 22:09:00",NULL,"R 1041","R 1041",NULL,"R 1041, vote nominal : amendement de G. Mettan - 2e invite (2)",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030204/AN-R01041-2.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43,40,6,NULL,NULL,NULL,"Proposition de résolution de Caroline Marti, Julien Nicolet-dit-Félix, Matthieu Jotterand, Christina Meissner, Dilara Bayrak, Céline Bartolomucci, Philippe de Rougemont, Louise Trottet, Léna Strasser, Léo Peterschmitt, Pierre Eckert, Angèle-Marie Habiyakare, Lara Atassi, Sophie Bobillier, Uzma Khamis Vannini, David Martin, Marjorie de Chastonay, Laura Mach, Diego Esteban, Djawed Sangdel, Jean-Pierre Tombola, Jean-Charles Rielle, Jacklean Kalibala, Romain de Sainte Marie, Leonard Ferati, Emilie Fernandez, Nicole Valiquer Grecuccio, Oriana Brücker, Cyril Mizrahi, Caroline Renold, Thomas Wenger, Grégoire Carasso, Sylvain Thévoz, Jean-Louis Fazio, Marc Saudan, Sophie Demaurex, Francisco Taboada, Masha Alimi, Laurent                                        ...",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:52.718565"
142763,"GE","030204_AN-R01041-1","2024-08-29 22:08:00",NULL,"R 1041","R 1041",NULL,"R 1041, vote nominal : amendement de G. Mettan - 2e invite (1)",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030204/AN-R01041-1.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50,38,0,NULL,NULL,NULL,"Proposition de résolution de Caroline Marti, Julien Nicolet-dit-Félix, Matthieu Jotterand, Christina Meissner, Dilara Bayrak, Céline Bartolomucci, Philippe de Rougemont, Louise Trottet, Léna Strasser, Léo Peterschmitt, Pierre Eckert, Angèle-Marie Habiyakare, Lara Atassi, Sophie Bobillier, Uzma Khamis Vannini, David Martin, Marjorie de Chastonay, Laura Mach, Diego Esteban, Djawed Sangdel, Jean-Pierre Tombola, Jean-Charles Rielle, Jacklean Kalibala, Romain de Sainte Marie, Leonard Ferati, Emilie Fernandez, Nicole Valiquer Grecuccio, Oriana Brücker, Cyril Mizrahi, Caroline Renold, Thomas Wenger, Grégoire Carasso, Sylvain Thévoz, Jean-Louis Fazio, Marc Saudan, Sophie Demaurex, Francisco Taboada, Masha Alimi, Laurent                                        ...",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:52.718565"
142767,"GE","030204_AN-R01043","2024-08-29 22:07:00",NULL,"R 1043","R 1043",NULL,"R 1043, vote nominal : prise en considération",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030204/AN-R01043.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84,5,2,NULL,NULL,NULL,"Proposition de résolution de Jacques Blondin, Jean-Marc Guinchard, Sébastien Desfayes, Patricia Bidaux, François Erard, Alia Chaker Mangeat pour défendre la pluralité de la presse romande et assurer la pérennité d'un journalisme indépendant et de qualité à Genève",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:52.718565"
142762,"GE","030204_AN-R01039","2024-08-29 21:35:00",NULL,"R 1039","R 1039",NULL,"R 1039, vote nominal : prise en considération",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030204/AN-R01039.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,57,28,1,NULL,NULL,NULL,"Proposition de résolution de Christo Ivanov, Guy Mettan, André Pfeffer, Michael Andersen, Lionel Dugerdil, Patrick Lussi, Jacques Jeannerat, Stéphane Florey, Jean-Marc Guinchard, Jacques Blondin, Thierry Arn, François Erard, Yves Magnin, Sébastien Desfayes pour le maintien de la course de côte de Verbois en 2024",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:52.718565"
142792,"GE","030204_AN-R0956A","2024-08-29 18:57:00",NULL,"R 956","R 956",NULL,"R 956-A, vote nominal : prise en considération",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030204/AN-R0956A.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,67,0,NULL,NULL,NULL,"Liberté aux assurés de souscrire une assurance de base LAMal en dehors du territoire de la Confédération helvétique afin que les assureurs actifs dans l'assurance obligatoire des soins (LAMal) n'aient plus le monopole et pratiquent une tarification confiscatoire pour la population résidant en Suisse (Résolution du Grand Conseil genevois à l'Assemblée fédérale exerçant le droit d'initiative cantonale)",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:52.718565"
142363,"GE","030204_AN-M02925A","2024-08-29 18:33:00",NULL,"M 2925","M 2925",NULL,"M 2925-A, vote nominal : prise en considération",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030204/AN-M02925A.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48,39,2,NULL,NULL,NULL,"Pour une répartition plus équitable des bénéfices de la Loterie romande !",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:51.621211"
142360,"GE","030203_AN-M02915RA","2024-06-21 16:43:00",NULL,NULL,"M 2915",NULL,"M 2915-R-A, vote nominal : prise en considération",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030203/AN-M02915RA.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,47,32,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:51.621211"
142335,"GE","030203_AN-M02848A-2","2024-06-21 16:00:00",NULL,"M 2848","M 2848",NULL,"M 2848-A, vote nominal : prise en considération",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030203/AN-M02848A-2.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25,61,4,NULL,NULL,NULL,"1 = 1 (1 franc pour la culture = 1 franc pour le sport)",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:51.621211"
142334,"GE","030203_AN-M02848A-1","2024-06-21 15:49:00",NULL,"M 2848","M 2848",NULL,"M 2848-A, vote nominal : renvoi en commission",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030203/AN-M02848A-1.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28,45,2,NULL,NULL,NULL,"1 = 1 (1 franc pour la culture = 1 franc pour le sport)",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:51.621211"
142760,"GE","030203_AN-R01037-2","2024-06-21 15:06:00",NULL,"R 1037","R 1037",NULL,"R 1037, vote nominal : prise en considération",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030203/AN-R01037-2.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,65,31,0,NULL,NULL,NULL,"Proposition de résolution de Adrien Genecand, Raphaël Dunand, Sébastien Desfayes, Thierry Cerutti, Lionel Dugerdil, Fabienne Monbaron, Geoffray Sirolli, Florian Dugerdil : VTT : abandon immédiat !",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:52.718565"
142759,"GE","030203_AN-R01037-1","2024-06-21 15:06:00",NULL,"R 1037","R 1037",NULL,"R 1037, vote nominal : amendement de T. Wenger",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030203/AN-R01037-1.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31,65,0,NULL,NULL,NULL,"Proposition de résolution de Adrien Genecand, Raphaël Dunand, Sébastien Desfayes, Thierry Cerutti, Lionel Dugerdil, Fabienne Monbaron, Geoffray Sirolli, Florian Dugerdil : VTT : abandon immédiat !",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:52.718565"
142688,"GE","030203_AN-PL13415A","2024-06-21 14:19:00",NULL,"PL 13415","PL 13415",NULL,"PL 13415-A, vote nominal : 3e débat",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030203/AN-PL13415A.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78,9,0,NULL,NULL,NULL,"Modifiant la loi sur l'organisation judiciaire (LOJ) (E 2 05) (Renforcement du Tribunal de protection de l'adulte et de l'enfant)",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:52.393472"
142690,"GE","030203_AN-PL13441A-2","2024-06-21 11:44:00",NULL,"PL 13441","PL 13441",NULL,"PL 13441-A, vote nominal : 3e débat",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030203/AN-PL13441A-2.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,64,7,17,NULL,NULL,NULL,"Modifiant la loi sur l'organisation judiciaire (LOJ) (E 2 05) (Adaptation de la dotation des juridictions pénales)",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:52.393472"
142689,"GE","030203_AN-PL13441A-1","2024-06-21 11:43:00",NULL,"PL 13441","PL 13441",NULL,"PL 13441-A, vote nominal : 2e débat : amendement de S. Pistis - art. 76, lettre b",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030203/AN-PL13441A-1.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,74,0,NULL,NULL,NULL,"Modifiant la loi sur l'organisation judiciaire (LOJ) (E 2 05) (Adaptation de la dotation des juridictions pénales)",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:52.393472"
142458,"GE","030203_AN-P02213A","2024-06-21 10:52:00",NULL,"P 2213","P 2213",NULL,"P 2213-A, vote nominal : renvoi au Conseil d'Etat",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030203/AN-P02213A.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82,0,7,NULL,NULL,NULL,"Sauvons la crèche Eveil en forêt à Genève !",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:52.050752"
142826,"GE","030203_AN-RD01595","2024-06-21 10:32:00",NULL,"RD 1595","RD 1595",NULL,"RD 1595, vote nominal : approbation",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030203/AN-RD01595.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73,13,1,NULL,NULL,NULL,"Rapport de la commission de contrôle de gestion sur la thématique « Ressources publiques et campagnes électorales »",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:52.718565"
142449,"GE","030203_AN-P02190A","2024-06-21 09:34:00",NULL,"P 2190","P 2190",NULL,"P 2190-A, vote nominal : dépôt sur le bureau",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030203/AN-P02190A.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,47,36,0,NULL,NULL,NULL,"Pour la piétonisation de la place du Petit-Saconnex et la régulation du trafic dans les rues adjacentes",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:52.050752"
142693,"GE","030203_AN-PL13444A","2024-06-21 08:13:00",NULL,"PL 13444","PL 13444",NULL,"PL 13444-A, vote nominal : 3e débat",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030203/AN-PL13444A.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,64,0,1,NULL,NULL,NULL,"Approuvant les états financiers consolidés de l'Etat de Genève pour l'année 2023",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:52.393472"
142692,"GE","030203_AN-PL13443A","2024-06-21 08:11:00",NULL,"PL 13443","PL 13443",NULL,"PL 13443-A, vote nominal : 3e débat",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030203/AN-PL13443A.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58,0,1,NULL,NULL,NULL,"Approuvant les états financiers individuels de l'Etat de Genève pour l'année 2023",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:52.393472"
142699,"GE","030203_AN-PL13462A","2024-06-20 22:54:00",NULL,"PL 13462","PL 13462",NULL,"PL 13462-A, vote nominal : 3e débat",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030203/AN-PL13462A.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,69,0,0,NULL,NULL,NULL,"Approuvant les rapports individuels d'activité des Fondations immobilières de droit public (FIDP) pour l'année 2023 :",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:52.393472"
142698,"GE","030203_AN-PL13461A","2024-06-20 22:53:00",NULL,"PL 13461","PL 13461",NULL,"PL 13461-A, vote nominal : 3e débat",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030203/AN-PL13461A.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70,0,0,NULL,NULL,NULL,"Approuvant les états financiers individuels des Fondations immobilières de droit public (FIDP) pour l'année 2023 :",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:52.393472"
142697,"GE","030203_AN-PL13457A","2024-06-20 22:50:00",NULL,"PL 13457","PL 13457",NULL,"PL 13457-A, vote nominal : 3e débat",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030203/AN-PL13457A.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71,0,0,NULL,NULL,NULL,"Approuvant les états financiers consolidés de la Fondation pour la promotion du logement bon marché et de l'habitat coopératif (FPLC) pour l'année 2023",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:52.393472"
142707,"GE","030203_AN-PL13478A","2024-06-20 22:48:00",NULL,"PL 13478","PL 13478",NULL,"PL 13478-A, vote nominal : 3e débat",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030203/AN-PL13478A.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77,0,0,NULL,NULL,NULL,"Approuvant les états financiers individuels de la Fondation pour les terrains industriels de Genève (FTI) pour l'année 2023",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:52.393472"
142706,"GE","030203_AN-PL13477A","2024-06-20 22:47:00",NULL,"PL 13477","PL 13477",NULL,"PL 13477-A, vote nominal : 3e débat",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030203/AN-PL13477A.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76,0,0,NULL,NULL,NULL,"Approuvant le rapport de gestion de la Fondation des parkings pour l'année 2023",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:52.393472"
142705,"GE","030203_AN-PL13476A","2024-06-20 22:46:00",NULL,"PL 13476","PL 13476",NULL,"PL 13476-A, vote nominal : 3e débat",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030203/AN-PL13476A.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73,0,0,NULL,NULL,NULL,"Approuvant les états financiers consolidés de la Fondation des parkings pour l'année 2023",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:52.393472"
142696,"GE","030203_AN-PL13455A","2024-06-20 22:44:00",NULL,"PL 13455","PL 13455",NULL,"PL 13455-A, vote nominal : 3e débat",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030203/AN-PL13455A.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,0,0,NULL,NULL,NULL,"Approuvant les états financiers individuels des Etablissements publics pour l'intégration pour l'année 2023",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:52.393472"
142703,"GE","030203_AN-PL13474A","2024-06-20 22:42:00",NULL,"PL 13474","PL 13474",NULL,"PL 13474-A, vote nominal : 3e débat",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030203/AN-PL13474A.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,68,0,13,NULL,NULL,NULL,"Approuvant les états financiers individuels de l'Institution genevoise de maintien à domicile (IMAD) pour l'année 2023",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:52.393472"
142695,"GE","030203_AN-PL13454A","2024-06-20 22:41:00",NULL,"PL 13454","PL 13454",NULL,"PL 13454-A, vote nominal : 3e débat",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030203/AN-PL13454A.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58,0,21,NULL,NULL,NULL,"Approuvant les états financiers individuels de l'Hospice général pour l'année 2023",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:52.393472"
142702,"GE","030203_AN-PL13472A","2024-06-20 22:40:00",NULL,"PL 13472","PL 13472",NULL,"PL 13472-A, vote nominal : 3e débat",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030203/AN-PL13472A.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,72,0,8,NULL,NULL,NULL,"Approuvant les états financiers consolidés de l'Université de Genève pour l'année 2023",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:52.393472"
142701,"GE","030203_AN-PL13470A","2024-06-20 22:37:00",NULL,"PL 13470","PL 13470",NULL,"PL 13470-A, vote nominal : 3e débat",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030203/AN-PL13470A.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,0,0,NULL,NULL,NULL,"Approuvant les états financiers consolidés des Transports publics genevois (TPG) pour l'année 2023",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:52.393472"
142694,"GE","030203_AN-PL13452A","2024-06-20 22:36:00",NULL,"PL 13452","PL 13452",NULL,"PL 13452-A, vote nominal : 3e débat",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030203/AN-PL13452A.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70,0,7,NULL,NULL,NULL,"Approuvant les états financiers individuels de l'Aéroport international de Genève pour l'année 2023",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:52.393472"
142700,"GE","030203_AN-PL13468A","2024-06-20 22:34:00",NULL,"PL 13468","PL 13468",NULL,"PL 13468-A, vote nominal : 3e débat",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030203/AN-PL13468A.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67,0,13,NULL,NULL,NULL,"Approuvant les états financiers individuels des Hôpitaux universitaires de Genève pour l'année 2023",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:52.393472"
142691,"GE","030203_AN-PL13442A","2024-06-20 22:07:00",NULL,"PL 13442","PL 13442",NULL,"PL 13442-A, vote nominal : 3e débat",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030203/AN-PL13442A.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59,10,16,NULL,NULL,NULL,"Approuvant le rapport de gestion du Conseil d'Etat pour l'année 2023",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:52.393472"
142712,"GE","030203_AN-PL13498","2024-06-20 14:58:00",NULL,"PL 13498","PL 13498",NULL,"PL 13498, vote nominal : 3e débat",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030203/AN-PL13498.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,47,46,0,NULL,NULL,NULL,"Modifiant la constitution de la République et canton de Genève (Cst-GE) (A 2 00) (Imposition au lieu de domicile et péréquation financière intercommunale) (Contreprojet à l'IN 187)",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:52.393472"
142332,"GE","030202_AN-M02846A","2024-05-31 19:49:00",NULL,"M 2846","M 2846",NULL,"M 2846-A, vote nominal : prise en considération",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030202/AN-M02846A.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,56,26,0,NULL,NULL,NULL,"Une participation prépondérante du canton, dans le cadre de la LAPSA, à la lutte contre le sans-abrisme à Genève",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:51.621211"
142316,"GE","030202_AN-M02815A","2024-05-31 19:32:00",NULL,"M 2815","M 2815",NULL,"M 2815-A, vote nominal : prise en considération",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030202/AN-M02815A.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,52,0,NULL,NULL,NULL,"Les prestations de fourniture d'énergie répondent à des besoins essentiels. Personne ne peut en être privé !",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:51.621211"
142315,"GE","030202_AN-M02813A","2024-05-31 19:11:00",NULL,"M 2813","M 2813",NULL,"M 2813-A, vote nominal : prise en considération",NULL,NULL,"https://ge.ch/grandconseil/data/odj/030202/AN-M02813A.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82,1,1,NULL,NULL,NULL,"La création d'un guichet de l'autonomie",NULL,NULL,NULL,NULL,NULL,"2025-02-26 01:15:49.763",NULL,"2025-02-26 01:15:51.621211"
